"";"T3931_1";"T3931_2";"T3932_1";"T3932_2";"T3932_3";"T3933_1";"T3933_2";"T3933_3";"T3933_4";"T3934_1";"T3934_2";"T3934_3";"T3934_4";"T3935_1";"T3935_2";"T3935_3";"T3935_4";"T3935_5";"T3936_1";"T3936_2";"T3936_3";"T3936_4";"T3936_5";"T3937_1";"T3937_2";"T3937_3";"T3937_4";"T3937_5";"T3938_1";"T3938_2";"T3938_3";"T3938_4";"T3938_5";"T3939_1";"T3939_2";"T3939_3";"T3939_4";"T3939_5";"T3939_6";"T3939_7";"T3939_8";"T3939_9";"T3939_10";"T3940_1";"T3940_2";"T3941_1";"T3941_2";"T3941_3";"T3941_4";"T3941_5";"T3941_6";"T3941_7";"T3941_8";"T3942_1";"T3942_2";"T3942_3";"T3942_4";"T3942_5";"T3943_1";"T3943_2";"T3943_3";"T3943_4";"T3944_1";"T3944_2";"T3944_3";"T3944_4";"T3944_5";"T3944_6";"T3944_7";"T3944_8";"T3944_9";"T3944_10";"T3945_1";"T3945_2";"T3945_3";"T3945_4";"T3945_5";"T3946_1";"T3946_2";"T3946_3";"T3946_4";"T3946_5";"T3946_6";"T3946_7";"T3947_1";"T3947_2";"T3947_3";"T3947_4";"T3947_5";"T3948_1";"T3948_2";"T3948_3";"T3948_4";"T3948_5";"T3948_6";"T3948_7";"T3948_8";"T3948_9";"T3948_10";"T3948_11";"T3948_12";"T3949_1";"T3949_2";"T3949_3";"T3949_4";"T3949_5";"T3950_1";"T3950_2";"T3950_3";"T3950_4";"T3950_5";"T3950_6";"T3950_7";"T3951_1";"T3951_2";"T3951_3";"T3951_4";"T3952_1";"T3952_2";"T3952_3";"T3952_4";"T3953_1";"T3953_2";"T3953_3";"T3953_4";"T3953_5";"T3953_6";"T3953_7";"T3954_1";"T3954_2";"T3954_3";"T3954_4";"T3955_1";"T3955_2";"T3955_3";"T3956_1";"T3956_2";"T3956_3";"T3956_4";"T3957_1";"T3957_2";"T3958_1";"T3958_2";"T3958_3";"T3958_4";"T3958_5";"T3959_1";"T3959_2";"T3959_3";"T3959_4";"T3959_5";"T3959_6";"T3959_7";"T3959_8";"T3959_9";"T3959_10";"T3959_11";"T3960_1";"T3960_2";"T3960_3";"T3960_4";"T3960_5";"T3960_6";"T3961_1";"T3961_2";"T3961_3";"T3961_4";"T3961_5";"T3961_6";"T3961_7";"T3961_8";"T3961_9";"T3962_1";"T3962_2";"T3963_1";"T3963_2";"T3964_1";"T3964_2";"T3964_3";"T3964_4";"T3964_5";"T3964_6";"T3964_7";"T3964_8";"T3965_1";"T3965_2";"T3965_3";"T3965_4";"T3966_1";"T3966_2";"T3966_3";"T3967_1";"T3967_2";"T3967_3";"T3967_4";"T3967_5";"T3968_1";"T3968_2";"T3968_3";"T3968_4";"T3968_5";"T3968_6";"T3968_7";"T3968_8";"T3968_9";"T3968_10";"T3968_11";"T3969_1";"T3969_2";"T3969_3";"T3969_4";"T3969_5";"T3969_6";"T3969_7";"T3969_8";"T3969_9";"T3969_10";"T3969_11";"T3969_12";"T3969_13";"T3969_14";"T3969_15";"T3969_16";"T3969_17";"T3969_18";"T3969_19";"T3969_20";"T3969_21";"T3970_1";"T3970_2";"T3970_3";"T3970_4";"T3970_5";"T3970_6";"T3970_7";"T3970_8";"T3970_9";"T3970_10";"T3970_11";"T3970_12";"T3970_13";"T3970_14";"T3970_15";"T3970_16";"T3970_17";"T3971_1";"T3971_2";"T3971_3";"T3971_4";"T3971_5";"T3971_6";"T3971_7";"T3971_8";"T3972_1";"T3972_2";"T3972_3";"T3972_4";"T3972_5";"T3972_6";"T3972_7";"T3972_8";"T3973_1";"T3973_2";"T3973_3";"T3973_4";"T3974_1";"T3974_2";"T3974_3";"T3974_4";"T3974_5";"T3974_6";"T3974_7";"T3974_8";"T3975_1";"T3975_2";"T3975_3";"T3976_1";"T3976_2";"T3976_3";"T3976_4";"T3976_5";"T3976_6";"T3976_7";"T3977_1";"T3977_2";"T3977_3";"T3977_4";"T3977_5";"T3977_6";"T3977_7";"T3977_8";"T3977_9";"T3977_10";"T3977_11";"T3977_12";"T3977_13";"T3977_14";"T3977_15";"T3977_16";"T3977_17";"T3977_18";"T3977_19";"T3977_20";"T3977_21";"T3978_1";"T3978_2";"T3978_3";"T3979_1";"T3979_2";"T3979_3";"T3979_4";"T3979_5";"T3979_6";"T3979_7";"T3979_8";"T3979_9";"T3979_10";"T3979_11";"T3979_12";"T3979_13";"T3979_14";"T3979_15";"T3980_1";"T3980_2";"T3980_3";"T3980_4";"T3981_1";"T3981_2";"T3981_3";"T3981_4";"T3981_5";"T3982_1";"T3982_2";"T3985_1";"T3985_2";"T3985_3";"T3986_1";"T3986_2";"T3986_3";"T3986_4";"T3986_5";"T3986_6";"T3986_7";"T3986_8";"T3986_9";"T3986_10";"T3986_11";"T3986_12";"T3986_13";"T3986_14";"T3986_15";"T3986_16";"T3986_17";"T3986_18";"T3986_19";"T3986_20";"T3986_21";"T3986_22";"T3986_23";"T3986_24";"T3986_25";"T3986_26";"T3986_27";"T3986_28";"T3987_1";"T3987_2";"T3987_3";"T3987_4";"T3987_5";"T3987_6";"T3987_7";"T3987_8";"T3987_9";"T3988_1";"T3988_2";"T3988_3";"T3988_4";"T3988_5";"T3988_6";"T3988_7";"T3988_8";"T3988_9";"T3988_10";"T3989_1";"T3989_2";"T3989_3";"T3989_4";"T3989_5";"T3989_6";"T3989_7";"T3989_8";"T3989_9";"T3990_1";"T3990_2";"T3990_3";"T3990_4";"T3990_5";"T3990_6";"T3990_7";"T3990_8";"T3990_9";"T3990_10";"T3990_11";"T3991_1";"T3991_2";"T3991_3";"T3991_4";"T3991_5";"T3991_6";"T3991_7";"T3991_8";"T3991_9";"T3991_10";"T3992_1";"T3992_2";"T3992_3";"T3992_4";"T3992_5";"T3992_6";"T3992_7";"T3992_8";"T3992_9";"T3992_10";"T3992_11";"T3992_12";"T3992_13";"T3992_14";"T3992_15";"T3992_16";"T3992_17";"T3993_1";"T3993_2";"T3993_3";"T3993_4";"T3993_5";"T3993_6";"T3993_7";"T3993_8";"T3993_9";"T3993_10";"T3993_11";"T3993_12";"T3993_13";"T3993_14";"T3993_15";"T3993_16";"T3993_17";"T3993_18";"T3993_19";"T3993_20";"T3993_21";"T3994_1";"T3994_2";"T3994_3";"T3994_4";"T3994_5";"T3994_6";"T3994_7";"T3994_8";"T3995_1";"T3995_2";"T3995_3";"T3995_4";"T3995_5";"T3995_6";"T3995_7";"T3995_8";"T3995_9";"T3995_10";"T3995_11";"T3995_12";"T3995_13";"T3995_14";"T3995_15";"T3995_16";"T3995_17";"T3995_18";"T3995_19";"T3995_20";"T3996_1";"T3996_2";"T3996_3";"T3997_1";"T3997_2";"T3997_3";"T3997_4";"T3997_5";"T3997_6";"T3997_7";"T3997_8";"T3997_9";"T3997_10";"T3998_1";"T3998_2";"T3998_3";"T3998_4";"T3998_5";"T3998_6";"T3998_7";"T3998_8";"T3999_1";"T3999_2";"T3999_3";"T3999_4";"T3999_5";"T3999_6";"T3999_7";"T3999_8";"T3999_9";"T3999_10";"T3999_11";"T3999_12";"T3999_13"
"Limonastrum guyonianum Dur.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";".";".";".";".";"1";".";".";"+";".";;;;;;;;;;;"+";"2";"1";"2";"1";"1";".";".";".";".";"1";"1";"1";"2";"1";"+";"2";"+";"1";"2";".";".";".";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"1";"+";".";".";"+";".";".";".";".";"+";;;;;;;;;;;;;;;;;;;"+";"1";"+";"2";".";".";".";"1";"1";"2";"1";".";".";".";"1";"1";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";"+";".";"+";"+";"+";"1";".";"+";".";".";".";".";".";".";"+";".";"+";".";".";".";".";"+";"+";"+";"+";"1";"+";"+";".";".";"1";"1";"+";"4";"3";"4";"+";"2";"3";"1";"+";"2";"3";"2";"2";"2";"1";".";".";".";".";".";"+";".";".";;;;;;;;;;;;;;;;;;;;;".";"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Zygophyllum cornutum Coss.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";".";".";".";".";".";".";".";".";".";;;;;;;;;;;"1";"1";"1";"1";"1";".";"1";"1";"1";;;;;;;;;;;;;;;;".";".";".";"+";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"+";".";".";".";".";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";".";".";"+";".";".";"+";".";".";".";;;;;;;;;;;;;;;;;;;;;;".";"+";".";".";".";".";".";"+";"+";".";".";".";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Zygophyllum album L. Fil.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";".";".";".";".";"+";;;;;;;;;;;;;;;;;;;;"+";"1";"2";"1";"+";"2";"1";"2";"1";"2";"+";"+";"1";"1";"1";"1";".";".";".";"+";"1";"+";;;;;;;;;;;;;;;;;;".";"+";"+";"+";"+";;;;;;;;;;;;"1";".";"1";"+";;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"+";"+";"+";"1";"1";"+";"1";"1";"1";"2";"+";"1";"1";"1";"1";"+";"+";"+";"+";"+";"+";"+";"+";"+";;;;;"+";"+";"+";"+";"+";"+";"+";"+";"1";"1";"+";"+";;;;".";"+";"+";"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";"+";".";"1";"1";"1";".";;;;;;;;;;;;;;;;;;;;;
"Tamarix boveona Bunge";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";".";"1";".";".";".";".";"+";"+";".";"1";".";".";"+";".";"1";;;;;;".";".";"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";".";"1";"1";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Limonium pruinosum (L.) Kunt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";".";"+";".";".";".";"1";".";"+";".";"+";"+";".";"+";".";".";".";"+";"+";".";"+";"1";".";".";"+";"1";"1";".";".";".";".";".";".";"+";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"1";".";"1";"+";"1";"+";"+";".";"+";".";"1";"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";"1";".";".";".";".";".";".";".";"+";"+";"+";".";".";".";".";".";"+";".";"1";".";"+";"+";".";"+";"+";".";".";".";"+";".";".";".";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"2";".";"1";".";".";".";".";".";".";".";".";"."
"Cistanche violacea (Desf.) B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"+";".";".";".";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;".";".";".";".";".";".";".";".";".";"+";".";"+";".";".";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";"+";".";".";"+";"+";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Atriplex mollis Desf.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";".";".";".";"1";".";;;;;;;;;;;"1";".";".";".";".";"1";"+";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";"+";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"+";".";"+";"+";".";".";".";".";".";".";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Salsola tetrandra Forsk.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";".";".";".";"+";".";"1";".";;;;;;;;;".";"+";"1";".";"1";"1";"1";"2";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";"+";".";"+";"+";".";"+";"+";".";".";"2";"+";"+";"+";"+";"+";"+";"+";"+";"+";"+";"+";".";".";"+";"+";"1";"+";"+";"+";"2";"+";"+";"+";"1";"1";"+";"+";"2";"3";"3";"1";"+";"2";"1";"+";"1";".";"+";".";"1";".";"1";"1";"1";"1";"3";"3";"4";"2";"2";"3";"2";;;;;".";".";".";".";".";".";".";"+";"+";"+";".";;;;;;;;".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"+";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Traganum nudatum Del.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";"+";".";".";".";".";;;;;;;;;;;".";"1";"2";".";"1";".";"1";".";".";"1";"2";"2";"2";"2";"2";"+";"1";"1";"+";"1";"1";"1";"1";"+";"+";"3";"1";"1";"2";"1";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";"1";"1";"3";"3";"3";"1";;;;;;;;;;;;"+";".";;;;;;"+";"1";"1";"1";"1";"1";"1";"+";"1";"+";".";;;;;;;"2";"2";"1";"1";"+";"+";"+";"2";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";"+";".";".";".";".";".";".";".";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Salsola foetida Del.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";".";".";".";".";"1";;;;;;;;;;;;;;;;".";"1";"1";".";;;;;;;;;;;;;;;;"3";"1";"3";"2";"1";"2";"1";;;;;;;;;;;;;;;;;;"+";"+";".";".";".";;;;;;;;;;;;;;;;".";".";".";".";".";"1";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"1";"1";"1";"1";"1";"1";"1";;;;;;;;;;;;;;;;;".";"+";"+";"+";"+";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Arthrocnemum glaucum (Delile) Ung. -sternb.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"+";".";".";".";"+";".";".";".";".";"2";"3";".";".";"1";".";".";".";".";".";"1";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"+";"2";".";"+";"+";"1";"+";".";"2";"2";"2";"1";"4";"+";"4";"2";"2";"3";"3";"1";"3";"3";"3";"3";"2";"2";"3";"1";"4";"3";"3";"+";".";"+";"+";"+";"+";"+";".";".";".";"+";"+";"+";"+";".";"+";"+";".";".";".";"+";"+";"+";"+";".";;;;;;;;;;;;;;;;;;;;;;;;"+";"+";"+";"+";"+";"+";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Nitraria retusa (Forsk.)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";".";;;;;;;;;".";".";"+";"1";".";;;;;".";".";".";".";"+";"+";".";".";".";".";;;;;;"+";".";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"1";".";".";".";".";".";;;;;;;;;;;;;;;;;;;".";".";".";".";".";".";".";".";".";"+";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";"+";".";".";".";".";"+";".";"+";".";".";".";".";".";".";"+";"1";"+";".";".";".";".";".";".";".";".";".";"+";".";".";".";"+";".";".";".";"+";"+";"1";"+";"+";".";".";".";"+";"+";".";".";"+";".";".";"+";"+";"+";".";"+";".";"+";".";".";".";".";".";".";"1";;;;;;;;;;;;;".";"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";".";".";"+";".";"1";"1";".";"1";".";".";".";"2";".";"2";"1";".";".";;;;;;;;;;;;;
"Inula crithmoides L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";"1";"+";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aeluropus littoralis (Gouan) Parl.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"1";".";".";"3";"1";".";".";".";"1";".";".";"+";"1";".";"1";".";".";".";".";".";".";".";".";".";".";"1";;;;;;"+";".";".";".";".";".";".";"2";"1";"1";"1";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";".";"+";;;;;"1";".";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";".";".";".";".";".";".";".";".";".";"+";".";".";".";".";"+";"+";"+";".";".";".";".";".";"+";".";".";".";".";".";".";".";"+";"+";"1";".";"+";"+";"1";".";".";".";".";".";"+";".";".";".";"+";".";"+";"+";".";"1";".";"+";"+";;;;;;;;;;;;;;;;;;;;;"+";"+";"+";"+";"+";".";"+";".";".";"+";;;;;;;;;;;;;;;;;;;;;;;;;"5";"5";"3";"4";"5";"5";"3";"5";"5";"2";"2";"2";"3";"2";"1";"3";"1";"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"2";"+";"2";"2";"3";"2";"2";"3";".";".";"2";".";".";"3";".";".";"1";"3";".";"1";"2";"2";".";"2";".";"3";"2";"1";"2"
"Salsola sieberi Presl.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"1";"+";"+";"1";"1";"1";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";".";".";"1";"1";".";".";".";"+";"+";"+";"+";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Frankenia thymifolia Desf.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";".";".";".";"1";"1";".";"+";".";".";".";"+";"2";"1";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";"+";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"+";".";"+";".";".";".";".";".";".";".";".";".";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
